Record Start Time,Record End Time,Date of Transaction,Select Batch Number,Select Account Type,Select Category,Select Category,Select Category,Select Category,Description,Quantity,Unit Price (UGX),Amount (UGX),Amount Calculated (UGX),Comment,Please take photo of any receipt or proof of payment,Please take photo of any receipt or proof of payment_URL,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
2025-03-17,2025-03-17,2025-03-17,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,13000,91000,91000,Regular client ,1742194251577.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2047b8e7-50fb-4208-8af9-3d80dd59c949%2F1742194251577.jpg,452743246,2047b8e7-50fb-4208-8af9-3d80dd59c949,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,150
2025-03-17,2025-03-17,2025-03-17,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,New customer ,1742202235596.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F8509ab95-9065-4fdc-926d-625259b4573d%2F1742202235596.jpg,452797538,8509ab95-9065-4fdc-926d-625259b4573d,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,151
2025-03-17,2025-03-17,2025-03-17,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,26,13000,338000,338000,Wasswa,1742202350837.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F94bb5b2b-7b72-4687-982b-f2f6f2760bd7%2F1742202350837.jpg,452798408,94bb5b2b-7b72-4687-982b-f2f6f2760bd7,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,152
2025-03-17,2025-03-17,2025-03-17,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,11,13500,148500,148500,Regular client ,1742207314731.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc7f789c7-8498-4458-b852-376e96de5bd9%2F1742207314731.jpg,452838936,c7f789c7-8498-4458-b852-376e96de5bd9,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,153
2025-03-17,2025-03-17,2025-03-17,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,13000,39000,39000,New customer ,1742212948404.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F84434901-075e-46b5-b319-b1da093ad4ac%2F1742212948404.jpg,452886236,84434901-075e-46b5-b319-b1da093ad4ac,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,154
2025-03-17,2025-03-17,2025-03-17,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,13000,26000,26000,Patrick ,1742224758822.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F37eb198d-24ca-4e69-993c-82a83824ec6b%2F1742224758822.jpg,452977630,37eb198d-24ca-4e69-993c-82a83824ec6b,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,155
2025-03-17,2025-03-17,2025-03-17,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,20,13000,260000,260000,New customer ,1742228089199.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F96f12cbe-3659-40ef-93a4-ccdf5cca695c%2F1742228089199.jpg,453000110,96f12cbe-3659-40ef-93a4-ccdf5cca695c,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,156
2025-03-18,2025-03-18,2025-03-10,Batch 7,Cost of Goods Sold (COGS),,,Veterinary Supplies,,Enrosol medicine ,1,12000,12000,12000,Money received on mobile ,1742284302230.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbb1481fb-1373-405b-aa8c-39ac09e054d0%2F1742284302230.jpg,453204521,bb1481fb-1373-405b-aa8c-39ac09e054d0,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,157
2025-03-18,2025-03-18,2025-03-18,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,9,13000,117000,117000,Regular client ,1742288381353.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbc8f5707-6570-43a2-a73c-d8b0780dd318%2F1742288381353.jpg,453236189,bc8f5707-6570-43a2-a73c-d8b0780dd318,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,158
2025-03-18,2025-03-18,2025-03-18,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,50,13000,650000,650000,Suula,1742288489240.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F1c698882-95aa-42e3-a2e8-682e8b7a27a1%2F1742288489240.jpg,453237183,1c698882-95aa-42e3-a2e8-682e8b7a27a1,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,159
2025-03-18,2025-03-18,2025-03-18,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,New customer ,1742288575896.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2b3997a2-4f6d-429f-9319-b24c7cc9da2c%2F1742288575896.jpg,453238059,2b3997a2-4f6d-429f-9319-b24c7cc9da2c,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,160
2025-03-18,2025-03-18,2025-03-18,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,24,13000,312000,312000,Wasswa ,1742288685026.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F99334d1f-7406-4e9a-bbe0-6516296bd011%2F1742288685026.jpg,453238782,99334d1f-7406-4e9a-bbe0-6516296bd011,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,161
2025-03-18,2025-03-18,2025-03-18,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,14,13500,189000,189000,Regular client ,1742288788537.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F7d6dd69e-b69d-4515-99f5-caf791d8eba5%2F1742288788537.jpg,453239401,7d6dd69e-b69d-4515-99f5-caf791d8eba5,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,162
2025-03-18,2025-03-18,2025-03-18,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,13000,26000,26000,Patrick ,1742289244530.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F652c9ee8-e966-441f-b452-681786deac68%2F1742289244530.jpg,453242702,652c9ee8-e966-441f-b452-681786deac68,2025-03-18,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,163
2025-03-20,2025-03-20,2025-03-19,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,Rukia,1742494820457.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd751869d-4c84-4e22-9e35-6302f15dc421%2F1742494820457.jpg,454383675,d751869d-4c84-4e22-9e35-6302f15dc421,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,164
2025-03-20,2025-03-20,2025-03-19,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,17,13500,229500,229500,Regular client ,1742494910033.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc67d78c6-17ce-423d-8aaf-4c609f5a7547%2F1742494910033.jpg,454384247,c67d78c6-17ce-423d-8aaf-4c609f5a7547,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,165
2025-03-20,2025-03-20,2025-03-19,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13000,13000,13000,Patrick ,1742495035244.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F72a93396-a152-4e02-ad01-1f617ee99b99%2F1742495035244.jpg,454384822,72a93396-a152-4e02-ad01-1f617ee99b99,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,166
2025-03-20,2025-03-20,2025-03-20,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,Rukia ,1742495238278.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F3cec7b30-dd67-4677-84d4-d49e843d982f%2F1742495238278.jpg,454385861,3cec7b30-dd67-4677-84d4-d49e843d982f,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,167
2025-03-20,2025-03-20,2025-03-20,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,5,13000,65000,65000,Regular client ,1742495738297.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Ff3488083-1da9-4e06-a4d2-257e5badfdfb%2F1742495738297.jpg,454388728,f3488083-1da9-4e06-a4d2-257e5badfdfb,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,168
2025-03-20,2025-03-20,2025-03-20,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,15,13500,202500,202500,Moses,1742495838665.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9081df04-322d-4123-9ab4-56d609833d22%2F1742495838665.jpg,454389509,9081df04-322d-4123-9ab4-56d609833d22,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,169
2025-03-20,2025-03-20,2025-03-20,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,13500,94500,94500,Regular client ,1742495964092.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe4700644-a080-4674-a555-4e6c0ea77359%2F1742495964092.jpg,454390253,e4700644-a080-4674-a555-4e6c0ea77359,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,170
2025-03-20,2025-03-20,2025-03-20,Batch 7,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,120,1500,180000,180000,Money received on mobile ,1742496216874.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fced52fba-929f-4db6-aff9-692ffe6e314d%2F1742496216874.jpg,454391303,ced52fba-929f-4db6-aff9-692ffe6e314d,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,171
2025-03-20,2025-03-20,2025-03-20,Batch 7,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,50,4300,215000,215000,Money received on mobile ,1742496330346.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F134695e3-5dab-44da-aa33-c55e771bf0c5%2F1742496330346.jpg,454391972,134695e3-5dab-44da-aa33-c55e771bf0c5,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,172
2025-03-20,2025-03-20,2025-03-20,Batch 7,Cost of Goods Sold (COGS),,,Veterinary Supplies,,Newcastle ib ,500,20,10000,10000,Money received on mobile ,1742496563276.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F83a48a07-d687-420e-a2da-cf605ccd106a%2F1742496563276.jpg,454393266,83a48a07-d687-420e-a2da-cf605ccd106a,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,173
2025-03-20,2025-03-20,2025-03-20,Batch 7,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to kiwenda and to busiika then back to the farm,1,9000,9000,9000,Money received on mobile,1742496720729.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa938a8d2-d0be-423f-8ad6-2a59935b6b49%2F1742496720729.jpg,454393997,a938a8d2-d0be-423f-8ad6-2a59935b6b49,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,174
2025-03-20,2025-03-20,2025-03-20,Batch 8,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix starter crumble ,125,2940,367500,367500,Money received on mobile ,1742496922156.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F36ffefd0-c9e5-4b06-91cd-e1c7c539f6f6%2F1742496922156.jpg,454394977,36ffefd0-c9e5-4b06-91cd-e1c7c539f6f6,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,175
2025-03-20,2025-03-20,2025-03-20,Batch 8,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to busiika then back to the farm ,1,9000,9000,9000,Money received on mobile ,1742497242841.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Febbc2a06-c4cf-4b0e-8528-7c6d4f4ed9a2%2F1742497242841.jpg,454396623,ebbc2a06-c4cf-4b0e-8528-7c6d4f4ed9a2,2025-03-20,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,176
2025-03-21,2025-03-21,2025-03-21,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,70,13000,910000,910000,Suula ,1742572066662.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F7443f096-2dd0-469f-bc37-ca9f7b783f13%2F1742572066662.jpg,454744587,7443f096-2dd0-469f-bc37-ca9f7b783f13,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,177
2025-03-21,2025-03-21,2025-03-21,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,10,13000,130000,130000,Regular client ,1742572149103.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa8b77c2e-2c2a-4603-95e8-20be5ce64ee7%2F1742572149103.jpg,454745039,a8b77c2e-2c2a-4603-95e8-20be5ce64ee7,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,178
2025-03-21,2025-03-21,2025-03-21,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,13000,91000,91000,Seguya ,1742572255033.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Faed23ea4-a600-4e78-a048-d5e081fa9e3e%2F1742572255033.jpg,454745541,aed23ea4-a600-4e78-a048-d5e081fa9e3e,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,179
2025-03-21,2025-03-21,2025-03-21,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,Rukia ,1742572330579.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F249400fb-3173-4804-ab00-27aea1b707f5%2F1742572330579.jpg,454745886,249400fb-3173-4804-ab00-27aea1b707f5,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,180
2025-03-21,2025-03-21,2025-03-21,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,13500,94500,94500,Seguya ,1742572403838.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0302862b-b963-48d9-ac2a-075112d0f3ac%2F1742572403838.jpg,454746405,0302862b-b963-48d9-ac2a-075112d0f3ac,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,181
2025-03-21,2025-03-21,2025-03-21,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,17,13500,229500,229500,Regular client ,1742572487458.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9b03f682-5465-4000-8987-4401e9047a6b%2F1742572487458.jpg,454746706,9b03f682-5465-4000-8987-4401e9047a6b,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,182
2025-03-21,2025-03-21,2025-03-21,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,9,13500,121500,121500,Regular client ,1742572570461.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F76dc4892-9ce7-426d-af2e-d8e09fa4b48f%2F1742572570461.jpg,454747185,76dc4892-9ce7-426d-af2e-d8e09fa4b48f,2025-03-21,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,183
2025-03-22,2025-03-22,2025-03-22,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,16,13500,216000,216000,Seguya ,1742668380334.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F20b91faf-0d45-4a9b-9fe8-a65870e7db96%2F1742668380334.jpg,455122294,20b91faf-0d45-4a9b-9fe8-a65870e7db96,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,184
2025-03-22,2025-03-22,2025-03-22,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,New customer ,1742668462820.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0d4d9a08-400c-44b7-89f5-b154c9f018a9%2F1742668462820.jpg,455122553,0d4d9a08-400c-44b7-89f5-b154c9f018a9,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,185
2025-03-22,2025-03-22,2025-03-22,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,18,13500,243000,243000,Hassan ,1742668560822.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbce1bd6c-5e0d-41b8-b457-6f36444058f2%2F1742668560822.jpg,455122750,bce1bd6c-5e0d-41b8-b457-6f36444058f2,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,186
2025-03-22,2025-03-22,2025-03-22,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,11,13500,148500,148500,Regular client ,1742668653830.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F95e85795-052a-444a-a137-e890c973d75a%2F1742668653830.jpg,455122955,95e85795-052a-444a-a137-e890c973d75a,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,187
2025-03-22,2025-03-22,2025-03-22,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,5,13000,65000,65000,Regular client ,1742668758101.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F5bb7cb1a-b4a4-4e5b-ab92-e8d489deec29%2F1742668758101.jpg,455123321,5bb7cb1a-b4a4-4e5b-ab92-e8d489deec29,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,188
2025-03-22,2025-03-22,2025-03-22,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,12,13500,162000,162000,Regular client ,1742668838952.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F93016b6b-c698-4cc7-9639-edefd4224997%2F1742668838952.jpg,455123563,93016b6b-c698-4cc7-9639-edefd4224997,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,189
2025-03-22,2025-03-22,2025-03-22,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,14000,14000,14000,Rukia ,1742668934195.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F1f3d752c-b0d9-41f8-8f90-2b8948b06a0e%2F1742668934195.jpg,455123771,1f3d752c-b0d9-41f8-8f90-2b8948b06a0e,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,190
2025-03-22,2025-03-22,2025-03-22,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,13500,27000,27000,New customer ,1742669008350.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F35d2a979-8c8d-485c-9dd1-9d6ef0ff9d1a%2F1742669008350.jpg,455123962,35d2a979-8c8d-485c-9dd1-9d6ef0ff9d1a,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,191
2025-03-22,2025-03-22,2025-03-22,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,12,13500,162000,162000,Regular client ,1742669099429.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F195abd78-a0fe-445f-a6f7-cea630fc170c%2F1742669099429.jpg,455124191,195abd78-a0fe-445f-a6f7-cea630fc170c,2025-03-22,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,192
2025-03-23,2025-03-23,2025-03-23,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,60,13000,780000,780000,Suula ,1742745140908.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F350b2c03-98e0-411c-ac0c-08ca30f9d016%2F1742745140908.jpg,455338495,350b2c03-98e0-411c-ac0c-08ca30f9d016,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,193
2025-03-23,2025-03-23,2025-03-23,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,13000,91000,91000,Hassan ,1742745225297.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F11bfb885-24cb-4b88-92b5-f4b596068b19%2F1742745225297.jpg,455338841,11bfb885-24cb-4b88-92b5-f4b596068b19,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,194
2025-03-23,2025-03-23,2025-03-23,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13000,13000,13000,Rukia ,1742745291883.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F4dab6c58-f4a7-4a46-9278-1ab776ac4f5e%2F1742745291883.jpg,455339251,4dab6c58-f4a7-4a46-9278-1ab776ac4f5e,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,195
2025-03-23,2025-03-23,2025-03-23,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13000,13000,13000,New customer ,1742745549690.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd80c8847-c303-4016-bc74-9f81f96ef97b%2F1742745549690.jpg,455340613,d80c8847-c303-4016-bc74-9f81f96ef97b,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,196
2025-03-23,2025-03-23,2025-03-23,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,20,13500,270000,270000,Suula ,1742745663279.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F6161c1a3-e6ed-426b-8318-e43157329faa%2F1742745663279.jpg,455340958,6161c1a3-e6ed-426b-8318-e43157329faa,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,197
2025-03-23,2025-03-23,2025-03-23,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,4,13500,54000,54000,Hassan ,1742745751537.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F02d4012b-5e76-4e4c-8b84-1fe27f7dddd8%2F1742745751537.jpg,455341338,02d4012b-5e76-4e4c-8b84-1fe27f7dddd8,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,198
2025-03-23,2025-03-23,2025-03-23,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,12,13500,162000,162000,Regular client ,1742745826698.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Febfd34ca-101c-423b-9793-396310ff0f6b%2F1742745826698.jpg,455341569,ebfd34ca-101c-423b-9793-396310ff0f6b,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,199
